Topic,Words,Frequency,Timestamp,Name
15,"raise australian, dismay, state mps, mps dismay nsw, dismay nsw forestry",2,2020-03-11 12:17:47.200000000,15_australia_bushfires_australian_fire
16,"japan, olympics, japanese, tokyo, tokyo olympics",17,2020-03-11 12:17:47.200000000,16_japan_tokyo_olympics_japanese
17,"canada, trudeau, canadians, canadian, covid",25,2020-03-11 12:17:47.200000000,17_canada_trudeau_canadian_covid
18,"taiwan, taiwan coronavirus case, taiwan coronavirus, isolation china, widespread healthcare prevent",6,2020-03-11 12:17:47.200000000,18_taiwan_china_tsai_support taiwan
19,"nationalist group, group remain service, allow members white, white nationalist group, allow members",1,2020-03-11 12:17:47.200000000,19_germany_german_far right_right
20,"mexico, mexican, stop coronavirus, wall stop coronavirus, coronavirus spread south",12,2020-03-11 12:17:47.200000000,20_mexico_mexican_border_drug
21,"kashmir, peace, taliban, persuasive intel taliban, kashmir meaningful peace",2,2020-03-11 12:17:47.200000000,21_taliban_afghanistan_kill_afghan
22,"korea, south korea, south, korea report, test",19,2020-03-11 12:17:47.200000000,22_korea_south_south korea_north korea
23,"iran, sanction, burial pit, pit, coronavirus",25,2020-03-11 12:17:47.200000000,23_iran_coronavirus_sanction_iran corona...
24,"cruise, suspend operations, operations, princess cruise, princess",5,2020-03-11 12:17:47.200000000,24_cruise_ship_cruise ship_passengers
25,"coal, climate, plant, cheaper, climate change",6,2020-03-11 12:17:47.200000000,25_climate_carbon_emissions_climate chan...
26,"minecraft, facebook, location, digital, library",6,2020-03-11 12:17:47.200000000,26_facebook_youtube_google_zoom
28,"country push, russia isn country, claim disease bioweapon, disease bioweapon, midst pandemic iran",1,2020-03-11 12:17:47.200000000,28_russia_putin_moscow_coronavirus
29,"vaccine, coronavirus vaccine, coronavirus vaccine begin, vaccine begin, coronavirus",11,2020-03-11 12:17:47.200000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, saudi, oil price, price, arabia",9,2020-03-11 12:17:47.200000000,30_oil_price_oil price_saudi
31,"ice, antarctica, time faster, faster, melt",5,2020-03-11 12:17:47.200000000,31_ice_antarctica_melt_warm
32,"india, kochi, covid, offload india, case india",14,2020-03-11 12:17:47.200000000,32_india_coronavirus_lockdown_covid
33,"greek, greece, migrants, turkish, border",12,2020-03-11 12:17:47.200000000,33_greece_greek_migrants_turkey
34,"scientists identify, scientists, earth, asteroid, identify",5,2020-03-11 12:17:47.200000000,34_earth_nasa_asteroid_star
35,"tiktok phone, employees tiktok phone, federal employees, senators seek ban, seek ban",1,2020-03-11 12:17:47.200000000,35_impeachment_trump_trial_witness
36,"greta, thunberg, greta thunberg, thunberg urge, greta thunberg urge",3,2020-03-11 12:17:47.200000000,36_greta_thunberg_greta thunberg_climate
37,"flight, airlines, airline, flight lay, long haul international",11,2020-03-11 12:17:47.200000000,37_amazon_airlines_flight_airline
41,"huawei, want right repair, administration fail convince, help consumers fix, ally aren listen",2,2020-03-11 12:17:47.200000000,41_huawei_network_giant huawei_giant
-1,"coronavirus, covid, test, say, people",499,2020-03-15 22:03:53.400000000,-1_coronavirus_covid_say_test
0,"china, chinese, coronavirus, virus, case",147,2020-03-15 22:03:53.400000000,0_china_coronavirus_chinese_wuhan
1,"school, pakistan, coronavirus, france, close",79,2020-03-15 22:03:53.400000000,1_pakistan_india_school_coronavirus
2,"iran, respond, sanction, president say iran, war crime iranians",8,2020-03-15 22:03:53.400000000,2_iran_iraq_soleimani_iranian
3,"death, putin, death toll, coronavirus, toll",48,2020-03-15 22:03:53.400000000,3_putin_death_toll_death toll
4,"trump, coronavirus, white house, americans, white",39,2020-03-15 22:03:53.400000000,4_trump_coronavirus_fund_white house
5,"mask, face, ventilators, face mask, production",37,2020-03-15 22:03:53.400000000,5_mask_face mask_face_ventilators
6,"coronavirus, covid, cure, case, pandemic",33,2020-03-15 22:03:53.400000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, netanyahu, israeli, phone, palestinian",19,2020-03-15 22:03:53.400000000,7_israel_palestinian_netanyahu_israeli
8,"dog, animals, eat, eat wild animals, eat wild",18,2020-03-15 22:03:53.400000000,8_dog_animals_meat_cat
9,"italy, italian, coronavirus, deaths, italy coronavirus",83,2020-03-15 22:03:53.400000000,9_italy_italian_coronavirus_deaths
10,"johnson, boris johnson, boris, father stanley, stanley vow",12,2020-03-15 22:03:53.400000000,10_johnson_boris_boris johnson_brexit
11,"recession, stock, dow, bank, market",50,2020-03-15 22:03:53.400000000,11_stock_economy_recession_market
13,"bolsonaro, brazil, brazilian, president, brazilian president",15,2020-03-15 22:03:53.400000000,13_brazil_bolsonaro_brazilian_president
14,"kim, jong, kim jong, korea, korean",4,2020-03-15 22:03:53.400000000,14_kim_jong_kim jong_north
15,"stop sensible helpful, blunt stop sensible, things see, australian behaviour response, australian behaviour",1,2020-03-15 22:03:53.400000000,15_australia_bushfires_australian_fire
16,"japan, tokyo, olympics, japanese, olympic",31,2020-03-15 22:03:53.400000000,16_japan_tokyo_olympics_japanese
17,"canada, border, trudeau, close, close border",31,2020-03-15 22:03:53.400000000,17_canada_trudeau_canadian_covid
18,"taiwan, exercise, foreign minister, foreign minister shoot, shoot china claim",10,2020-03-15 22:03:53.400000000,18_taiwan_china_tsai_support taiwan
19,"germany, racism, germany fight, fight racism, germany fight racism",10,2020-03-15 22:03:53.400000000,19_germany_german_far right_right
20,"mexico, cartel, jalisco new, jalisco new generation, jalisco",16,2020-03-15 22:03:53.400000000,20_mexico_mexican_border_drug
21,"soldier shoot, unarm, sas, afghanistan, show australian sas",7,2020-03-15 22:03:53.400000000,21_taliban_afghanistan_kill_afghan
22,"korea, south, south korea, test, korea report",16,2020-03-15 22:03:53.400000000,22_korea_south_south korea_north korea
23,"iran, sanction, coronavirus, coronavirus iran, iran sanction",31,2020-03-15 22:03:53.400000000,23_iran_coronavirus_sanction_iran corona...
24,"cruise, cruise ship, ship, passengers, strand",10,2020-03-15 22:03:53.400000000,24_cruise_ship_cruise ship_passengers
25,"blame climate, rich blame, international study find, international study, climate",3,2020-03-15 22:03:53.400000000,25_climate_carbon_emissions_climate chan...
26,"facebook, stream, netflix, internet, youtube",18,2020-03-15 22:03:53.400000000,26_facebook_youtube_google_zoom
27,"venezuela, sanction, lift, service fee, unit calculate tax",3,2020-03-15 22:03:53.400000000,27_venezuela_maduro_venezuelan_coup
28,"russia, misinformation push, latest health, case number tell, russia go coronavirus",4,2020-03-15 22:03:53.400000000,28_russia_putin_moscow_coronavirus
29,"vaccine, coronavirus vaccine, coronavirus vaccine trial, vaccine trial, trial",12,2020-03-15 22:03:53.400000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, oil price, price, barrel, hasn low",9,2020-03-15 22:03:53.400000000,30_oil_price_oil price_saudi
31,"ice, melt, greenland, antarctica, explain humans survive",5,2020-03-15 22:03:53.400000000,31_ice_antarctica_melt_warm
32,"india, india modi, amp, coronavirus, curfew",9,2020-03-15 22:03:53.400000000,32_india_coronavirus_lockdown_covid
33,"greece, greek, migrants, assault, saudi prince million",2,2020-03-15 22:03:53.400000000,33_greece_greek_migrants_turkey
34,"adults scientists, people adults scientists, people adults, adults, mar lander tell",4,2020-03-15 22:03:53.400000000,34_earth_nasa_asteroid_star
35,"stock sales month, congress violate, right senators engage, right senators, trump isn charge",3,2020-03-15 22:03:53.400000000,35_impeachment_trump_trial_witness
37,"airlines, bankrupt, airlines bankrupt, airline, industry seek billion",15,2020-03-15 22:03:53.400000000,37_amazon_airlines_flight_airline
38,"magnitude, earthquake, magnitude earthquake, utah, strike",4,2020-03-15 22:03:53.400000000,38_earthquake_magnitude_magnitude earthq...
39,"florida illinois project, win arizona, sanders florida, florida illinois, project win arizona",1,2020-03-15 22:03:53.400000000,39_sanders_bernie_bernie sanders_sanders...
40,"gun, gun sales, sales, panic, panic buy",6,2020-03-15 22:03:53.400000000,40_gun_shoot_assault_canada
42,"king, father, irregularities, father spain king, spain king felipe",1,2020-03-15 22:03:53.400000000,42_assange_julian assange_julian_extradi...
-1,"coronavirus, covid, test, say, virus",426,2020-03-20 07:49:59.600000000,-1_coronavirus_covid_say_test
0,"china, coronavirus, wuhan, chinese, virus",82,2020-03-20 07:49:59.600000000,0_china_coronavirus_chinese_wuhan
1,"pakistan, lockdown, coronavirus, india, gather",66,2020-03-20 07:49:59.600000000,1_pakistan_india_school_coronavirus
2,"iran, ignore request stay, aid clash escalate, iran reel, request stay",6,2020-03-20 07:49:59.600000000,2_iran_iraq_soleimani_iranian
3,"toll, death toll, death, coronavirus, die",29,2020-03-20 07:49:59.600000000,3_putin_death_toll_death toll
4,"trump, coronavirus, stimulus, democrats block, democrats",35,2020-03-20 07:49:59.600000000,4_trump_coronavirus_fund_white house
5,"mask, ventilators, face, face mask, wear",27,2020-03-20 07:49:59.600000000,5_mask_face mask_face_ventilators
6,"coronavirus, case, say, coronavirus epicenter say, coronavirus pandemic accelerate",34,2020-03-20 07:49:59.600000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, lebanon, palestinians report, people nationwide, army security force",6,2020-03-20 07:49:59.600000000,7_israel_palestinian_netanyahu_israeli
8,"gorillas, park, second dog hong, mountain gorillas, kong test positive",10,2020-03-20 07:49:59.600000000,8_dog_animals_meat_cat
9,"italy, italian, coronavirus, italy coronavirus, deaths",76,2020-03-20 07:49:59.600000000,9_italy_italian_coronavirus_deaths
10,"johnson, boris johnson, boris, brexit, prime minister boris",13,2020-03-20 07:49:59.600000000,10_johnson_boris_boris johnson_brexit
11,"economy, unemployment, recession, global, stock",29,2020-03-20 07:49:59.600000000,11_stock_economy_recession_market
13,"brazil, bolsonaro, rio, collapse end, collapse end april",17,2020-03-20 07:49:59.600000000,13_brazil_bolsonaro_brazilian_president
14,"korea, korea fire, north, north korea, fire",9,2020-03-20 07:49:59.600000000,14_kim_jong_kim jong_north
16,"olympics, tokyo, postpone, tokyo olympics, japan",32,2020-03-20 07:49:59.600000000,16_japan_tokyo_olympics_japanese
17,"trudeau, canada, canadians, covid, ottawa",21,2020-03-20 07:49:59.600000000,17_canada_trudeau_canadian_covid
18,"taiwan, track, phone, china, ignore coronavirus question",6,2020-03-20 07:49:59.600000000,18_taiwan_china_tsai_support taiwan
19,"far right, dissolve extreme, germany, faction, far",4,2020-03-20 07:49:59.600000000,19_germany_german_far right_right
20,"mexico, mexico president, big company, bail, mexican",8,2020-03-20 07:49:59.600000000,20_mexico_mexican_border_drug
21,"qaeda, afghanistan, qaeda branch somalia, government world, qaeda branch",3,2020-03-20 07:49:59.600000000,21_taliban_afghanistan_kill_afghan
22,"korea, south korea, south, korea report, north korea",14,2020-03-20 07:49:59.600000000,22_korea_south_south korea_north korea
23,"iran, sanction, iran sanction, coronavirus iran, help",20,2020-03-20 07:49:59.600000000,23_iran_coronavirus_sanction_iran corona...
24,"cruise, cruise ship, ship, princess, passengers",7,2020-03-20 07:49:59.600000000,24_cruise_ship_cruise ship_passengers
25,"green, green new, green new deal, new deal, coal",2,2020-03-20 07:49:59.600000000,25_climate_carbon_emissions_climate chan...
26,"stream, netflix, quality, youtube, limit video",7,2020-03-20 07:49:59.600000000,26_facebook_youtube_google_zoom
27,"iran venezuela, venezuela, sanction, venezuela pandemic genocidal, fuel call",2,2020-03-20 07:49:59.600000000,27_venezuela_maduro_venezuelan_coup
28,"russia, moscow, putin, doctor russia, outbreak deny",17,2020-03-20 07:49:59.600000000,28_russia_putin_moscow_coronavirus
29,"vaccine, coronavirus vaccine, expect coronavirus vaccine, rest infect immune, officials coronavirus vaccines",4,2020-03-20 07:49:59.600000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, lower ottawa, prepare multibillion, ottawa prepare multibillion, prepare multibillion dollar",2,2020-03-20 07:49:59.600000000,30_oil_price_oil price_saudi
31,"ice, greenland, tons ice, greenland lose, lose",5,2020-03-20 07:49:59.600000000,31_ice_antarctica_melt_warm
32,"india, test free india, covid test free, test free, free india",9,2020-03-20 07:49:59.600000000,32_india_coronavirus_lockdown_covid
33,"border arrest, laser stop migrants, force green laser, migrants border arrest, border arrest lesbos",2,2020-03-20 07:49:59.600000000,33_greece_greek_migrants_turkey
34,"nasa, earth, approach earth, asteroids, approach",3,2020-03-20 07:49:59.600000000,34_earth_nasa_asteroid_star
35,"doj ask, congress ability, ask chief, people indefinitely trial, people indefinitely",1,2020-03-20 07:49:59.600000000,35_impeachment_trump_trial_witness
36,"greta, thunberg, greta thunberg, thunberg say, greta thunberg say",4,2020-03-20 07:49:59.600000000,36_greta_thunberg_greta thunberg_climate
37,"warehouse workers, warehouse, amazon, pay warehouse workers, pay warehouse",7,2020-03-20 07:49:59.600000000,37_amazon_airlines_flight_airline
38,"capital, earthquake, rattle croatia capital, hospital evacuations, years cause hospital",2,2020-03-20 07:49:59.600000000,38_earthquake_magnitude_magnitude earthq...
40,"gun, zealand days ban, semiautomatic weapons assault, rush report gun, rush report",2,2020-03-20 07:49:59.600000000,40_gun_shoot_assault_canada
41,"say surveillance tech, huawei say surveillance, safe activists, safe activists worry, tech african cities",1,2020-03-20 07:49:59.600000000,41_huawei_network_giant huawei_giant
42,"torture force sterilization, sterilization militant, defectors tell torture, defectors tell, iranian cult julian",2,2020-03-20 07:49:59.600000000,42_assange_julian assange_julian_extradi...
-1,"coronavirus, covid, test, china, lockdown",539,2020-03-24 17:36:05.800000000,-1_coronavirus_covid_say_test
0,"china, wuhan, coronavirus, chinese, case",121,2020-03-24 17:36:05.800000000,0_china_coronavirus_chinese_wuhan
1,"pakistan, lockdown, coronavirus, new zealand, zealand",66,2020-03-24 17:36:05.800000000,1_pakistan_india_school_coronavirus
2,"iran, refuse relent, despite solidarity, knucklehead, cough wegmans worker",5,2020-03-24 17:36:05.800000000,2_iran_iraq_soleimani_iranian
3,"die, die coronavirus, death, old, putin",53,2020-03-24 17:36:05.800000000,3_putin_death_toll_death toll
4,"trump, stimulus, coronavirus, house, coronavirus stimulus",45,2020-03-24 17:36:05.800000000,4_trump_coronavirus_fund_white house
5,"mask, ventilators, face, face mask, ventilator",64,2020-03-24 17:36:05.800000000,5_mask_face mask_face_ventilators
6,"coronavirus, case, coronavirus case, case world, world",46,2020-03-24 17:36:05.800000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, israeli, speaker, palestinian, netanyahu",14,2020-03-24 17:36:05.800000000,7_israel_palestinian_netanyahu_israeli
8,"dog, cat, pet, belgium, cat belgium",26,2020-03-24 17:36:05.800000000,8_dog_animals_meat_cat
9,"italy, deaths, italian, coronavirus, italy coronavirus",54,2020-03-24 17:36:05.800000000,9_italy_italian_coronavirus_deaths
10,"johnson test positive, johnson test, johnson, boris johnson, boris",23,2020-03-24 17:36:05.800000000,10_johnson_boris_boris johnson_brexit
11,"recession, economy, stock, dow, jobless claim",41,2020-03-24 17:36:05.800000000,11_stock_economy_recession_market
12,"fbi agent, bob levinson disappear, iranian custody family, circumstances die iranian, die iranian custody",1,2020-03-24 17:36:05.800000000,12_plane_crash_iran_ukrainian
13,"bolsonaro, brazil, president, brazilian, president bolsonaro",42,2020-03-24 17:36:05.800000000,13_brazil_bolsonaro_brazilian_president
14,"kim, put world health, lead south korean, trump pride ego, ego put world",4,2020-03-24 17:36:05.800000000,14_kim_jong_kim jong_north
16,"japan, tokyo, japan tokyo, tokyo governor, japanese",9,2020-03-24 17:36:05.800000000,16_japan_tokyo_olympics_japanese
17,"trudeau, canada, border, canadian, canadians",29,2020-03-24 17:36:05.800000000,17_canada_trudeau_canadian_covid
18,"taiwan, china, support taiwan, tensions china, pretend hear",18,2020-03-24 17:36:05.800000000,18_taiwan_china_tsai_support taiwan
19,"germany, children citizenship, refugees asylum, jihadists children, target refugees",4,2020-03-24 17:36:05.800000000,19_germany_german_far right_right
20,"mexican, mexico, mexicans, demand crackdown americans, crackdown americans",16,2020-03-24 17:36:05.800000000,20_mexico_mexican_border_drug
21,"kill, afghan, country arm, billion aid pompeo, aid pompeo",5,2020-03-24 17:36:05.800000000,21_taliban_afghanistan_kill_afghan
22,"korea, south, south korea, north korea, case",7,2020-03-24 17:36:05.800000000,22_korea_south_south korea_north korea
23,"iran, methanol, belief, iran drink methanol, iran drink",15,2020-03-24 17:36:05.800000000,23_iran_coronavirus_sanction_iran corona...
24,"cruise, ship, cruise ship, princess, passengers",16,2020-03-24 17:36:05.800000000,24_cruise_ship_cruise ship_passengers
25,"optimism, optimism day, european optimism day, european optimism, climate",3,2020-03-24 17:36:05.800000000,25_climate_carbon_emissions_climate chan...
26,"facebook, youtube, google, video quality worldwide, swisscom",6,2020-03-24 17:36:05.800000000,26_facebook_youtube_google_zoom
27,"venezuela, maduro, venezuela maduro, charge, venezuelan",16,2020-03-24 17:36:05.800000000,27_venezuela_maduro_venezuelan_coup
28,"russia, putin, moscow, coronavirus, say russia",15,2020-03-24 17:36:05.800000000,28_russia_putin_moscow_coronavirus
29,"vaccine, russian coronavirus vaccine, phase development expect, expect ready months, expect ready",2,2020-03-24 17:36:05.800000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, price, barrel, oil price, saudi",7,2020-03-24 17:36:05.800000000,30_oil_price_oil price_saudi
31,"glacier retreat, sea level rise, level rise, glacier, antarctic",4,2020-03-24 17:36:05.800000000,31_ice_antarctica_melt_warm
32,"india, lockdown, coronavirus lockdown, coronavirus, coronavirus india",12,2020-03-24 17:36:05.800000000,32_india_coronavirus_lockdown_covid
33,"greek air space, jet violate, jet violate greek, space aegean, air space aegean",1,2020-03-24 17:36:05.800000000,33_greece_greek_migrants_turkey
34,"earth, mark earth hour, earth tomorrow nasa, beijing mark earth, earth hour turn",3,2020-03-24 17:36:05.800000000,34_earth_nasa_asteroid_star
36,"strike continue, thunberg launch talk, thunberg launch, continue online, greta thunberg launch",1,2020-03-24 17:36:05.800000000,36_greta_thunberg_greta thunberg_climate
37,"airlines, airlines government, europe aviation traffic, iata airlines face, hit soar",5,2020-03-24 17:36:05.800000000,37_amazon_airlines_flight_airline
38,"earthquake, magnitude, magnitude earthquake, erupt, volcano",7,2020-03-24 17:36:05.800000000,38_earthquake_magnitude_magnitude earthq...
40,"police rubber bullets, bullets shoppers, rubber bullets shoppers, african police rubber, police rubber",1,2020-03-24 17:36:05.800000000,40_gun_shoot_assault_canada
41,"huawei, internet, china huawei, europe foreign, change internet control",3,2020-03-24 17:36:05.800000000,41_huawei_network_giant huawei_giant
42,"assange, julian assange, julian, deny bail london, bail london",3,2020-03-24 17:36:05.800000000,42_assange_julian assange_julian_extradi...
-1,"coronavirus, covid, say, pandemic, test",440,2020-03-29 03:22:12.000000000,-1_coronavirus_covid_say_test
0,"china, coronavirus, wuhan, chinese, virus",125,2020-03-29 03:22:12.000000000,0_china_coronavirus_chinese_wuhan
1,"pakistan, minister, finance minister, finance, lockdown",63,2020-03-29 03:22:12.000000000,1_pakistan_india_school_coronavirus
2,"iran, french navy intercept, french navy, navy intercept, turkish",14,2020-03-29 03:22:12.000000000,2_iran_iraq_soleimani_iranian
3,"die, coronavirus, deaths, die coronavirus, death",45,2020-03-29 03:22:12.000000000,3_putin_death_toll_death toll
4,"trump, coronavirus, trump say, painful, white house",47,2020-03-29 03:22:12.000000000,4_trump_coronavirus_fund_white house
5,"mask, face mask, ventilators, face, wear",66,2020-03-29 03:22:12.000000000,5_mask_face mask_face_ventilators
6,"coronavirus, world, case, coronavirus case, environment chief",24,2020-03-29 03:22:12.000000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, israeli, netanyahu, ultra orthodox, ultra",12,2020-03-29 03:22:12.000000000,7_israel_palestinian_netanyahu_israeli
8,"goats, animals, cat, town, welsh town",22,2020-03-29 03:22:12.000000000,8_dog_animals_meat_cat
9,"italy, italian, italy coronavirus, coronavirus, help",20,2020-03-29 03:22:12.000000000,9_italy_italian_coronavirus_deaths
10,"johnson, boris, boris johnson, nhs, dismal government donkeys",7,2020-03-29 03:22:12.000000000,10_johnson_boris_boris johnson_brexit
11,"recession, imf, debt, bank, economy",10,2020-03-29 03:22:12.000000000,11_stock_economy_recession_market
12,"plane, crash, airport, burst flame, passengers",5,2020-03-29 03:22:12.000000000,12_plane_crash_iran_ukrainian
13,"bolsonaro, brazil, president, jair bolsonaro, jair",24,2020-03-29 03:22:12.000000000,13_brazil_bolsonaro_brazilian_president
14,"korea, north, north korea, north korea say, korea say",4,2020-03-29 03:22:12.000000000,14_kim_jong_kim jong_north
16,"japan, tokyo, olympics, japanese, office bind",11,2020-03-29 03:22:12.000000000,16_japan_tokyo_olympics_japanese
17,"canada, toronto, covid, prepare stay, toronto doctor warn",13,2020-03-29 03:22:12.000000000,17_canada_trudeau_canadian_covid
18,"taiwan, status, ask taiwan, journalist ask taiwan, taiwan say",23,2020-03-29 03:22:12.000000000,18_taiwan_china_tsai_support taiwan
19,"trump suggest treat, suggest treat, treat germany, treat germany enemy, germany enemy world",4,2020-03-29 03:22:12.000000000,19_germany_german_far right_right
20,"mexico, chapo, chapo mother, mother, mexican",11,2020-03-29 03:22:12.000000000,20_mexico_mexican_border_drug
21,"afghan security personnel, kill taliban, kill taliban assault, accuse kill civilians, taliban assault",2,2020-03-29 03:22:12.000000000,21_taliban_afghanistan_kill_afghan
22,"korea, south, south korea, north korea, north",6,2020-03-29 03:22:12.000000000,22_korea_south_south korea_north korea
23,"iran, coronavirus outbreak iran, outbreak iran, outbreak, coronavirus outbreak",7,2020-03-29 03:22:12.000000000,23_iran_coronavirus_sanction_iran corona...
24,"cruise, ship, cruise ship, princess, aircraft carrier",19,2020-03-29 03:22:12.000000000,24_cruise_ship_cruise ship_passengers
25,"climate, environmental, impact, industries help cope, intervention consumers aware",3,2020-03-29 03:22:12.000000000,25_climate_carbon_emissions_climate chan...
26,"zoom, internet, youtube, tweet nsa, info twitter",6,2020-03-29 03:22:12.000000000,26_facebook_youtube_google_zoom
27,"venezuela, drug navy ship, drug navy, deploy anti drug, deploy anti",7,2020-03-29 03:22:12.000000000,27_venezuela_maduro_venezuelan_coup
28,"putin, russia, moscow, russian, plane coronavirus",29,2020-03-29 03:22:12.000000000,28_russia_putin_moscow_coronavirus
29,"vaccine, coronavirus vaccine, bcg, bcg vaccine, johnson amp",11,2020-03-29 03:22:12.000000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, price, oil price, crude, price war",12,2020-03-29 03:22:12.000000000,30_oil_price_oil price_saudi
31,"antarctica, evidence ancient, evidence ancient rainforests, rainforests, rainforests antarctica",5,2020-03-29 03:22:12.000000000,31_ice_antarctica_melt_warm
32,"india, lockdown, india coronavirus, coronavirus, coronavirus india",26,2020-03-29 03:22:12.000000000,32_india_coronavirus_lockdown_covid
34,"soon visible naked, visible naked, earth soon visible, earth soon, head closer earth",5,2020-03-29 03:22:12.000000000,34_earth_nasa_asteroid_star
35,"easier vote, republicans elect easier, elect easier vote, elect easier, republicans elect",2,2020-03-29 03:22:12.000000000,35_impeachment_trump_trial_witness
36,"greta, thunberg, greta thunberg, suspension pollution laws, destruction greta",1,2020-03-29 03:22:12.000000000,36_greta_thunberg_greta thunberg_climate
37,"airlines, financial help, staten island protest, help taxpayers airlines, airlines unprecedented shock",3,2020-03-29 03:22:12.000000000,37_amazon_airlines_flight_airline
38,"earthquake, idaho, magnitude, magnitude earthquake, earthquake strike idaho",6,2020-03-29 03:22:12.000000000,38_earthquake_magnitude_magnitude earthq...
39,"editions local newspapers, editions local, local newspapers advertise, local newspapers, revenue slump",1,2020-03-29 03:22:12.000000000,39_sanders_bernie_bernie sanders_sanders...
40,"fee families covid, hunt fee, hunt fee families, families covid layoffs, kill rural alberta",1,2020-03-29 03:22:12.000000000,40_gun_shoot_assault_canada
41,"huawei, huawei warn, restrictions huawei warn, new restrictions huawei, restrictions huawei",4,2020-03-29 03:22:12.000000000,41_huawei_network_giant huawei_giant
-1,"coronavirus, covid, lockdown, say, drug",332,2020-04-02 13:08:18.200000000,-1_coronavirus_covid_say_test
0,"china, chinese, coronavirus, wuhan, virus",78,2020-04-02 13:08:18.200000000,0_china_coronavirus_chinese_wuhan
1,"pakistan, muslims, lockdown, india, coronavirus",60,2020-04-02 13:08:18.200000000,1_pakistan_india_school_coronavirus
2,"deal lifetime, ally target, prepare close, prepare close oil, government ally target",3,2020-04-02 13:08:18.200000000,2_iran_iraq_soleimani_iranian
3,"death toll, toll, die, death, die coronavirus",23,2020-04-02 13:08:18.200000000,3_putin_death_toll_death toll
4,"trump, lot death, lot, pandemic, week",17,2020-04-02 13:08:18.200000000,4_trump_coronavirus_fund_white house
5,"mask, face mask, face, canada, ventilators",127,2020-04-02 13:08:18.200000000,5_mask_face mask_face_ventilators
6,"coronavirus, coronavirus supply spree, supply spree spark, outrage ally, supply spree",26,2020-04-02 13:08:18.200000000,6_coronavirus_case_coronavirus case_pand...
7,"israel, demolition, ultra orthodox, ultra, palestinian",5,2020-04-02 13:08:18.200000000,7_israel_palestinian_netanyahu_israeli
8,"tiger, zoo, bronx zoo, bronx, zoo test",39,2020-04-02 13:08:18.200000000,8_dog_animals_meat_cat
9,"italy, italian, coronavirus, hope, daily",13,2020-04-02 13:08:18.200000000,9_italy_italian_coronavirus_deaths
10,"johnson, boris, boris johnson, johnson admit, johnson admit hospital",23,2020-04-02 13:08:18.200000000,10_johnson_boris_boris johnson_brexit
11,"bank, economic, recession, financial, collapse",23,2020-04-02 13:08:18.200000000,11_stock_economy_recession_market
12,"airport destroy rental, iranian iran, military down ukrainian, plane florida, ukrainian plane florida",2,2020-04-02 13:08:18.200000000,12_plane_crash_iran_ukrainian
13,"bolsonaro, brazil, brazilian, brazilian president, president",19,2020-04-02 13:08:18.200000000,13_brazil_bolsonaro_brazilian_president
14,"korea, north, search, kim, north korea",3,2020-04-02 13:08:18.200000000,14_kim_jong_kim jong_north
16,"japan, declare state emergency, declare state, state emergency, tokyo",15,2020-04-02 13:08:18.200000000,16_japan_tokyo_olympics_japanese
17,"canada, canadian, supply, premier, covid",13,2020-04-02 13:08:18.200000000,17_canada_trudeau_canadian_covid
18,"taiwan, interview, taiwan interview, china bully taiwan, kong official reprimand",7,2020-04-02 13:08:18.200000000,18_taiwan_china_tsai_support taiwan
19,"labour leadership election, member violent ethiopian, leyen call marshall, win labour leadership, marshall plan europe",5,2020-04-02 13:08:18.200000000,19_germany_german_far right_right
20,"mexico, cartel, mexican, amid covid, beach",8,2020-04-02 13:08:18.200000000,20_mexico_mexican_border_drug
21,"taliban, peace deal, peace, afghanistan, deal",8,2020-04-02 13:08:18.200000000,21_taliban_afghanistan_kill_afghan
22,"korea, south korea, south, positive south, positive south korea",10,2020-04-02 13:08:18.200000000,22_korea_south_south korea_north korea
23,"iran, iraq coronavirus conflict, conflict worse, accuse crime, accuse crime humanity",4,2020-04-02 13:08:18.200000000,23_iran_coronavirus_sanction_iran corona...
24,"captain, cruise, ship, navy, cruise ship",16,2020-04-02 13:08:18.200000000,24_cruise_ship_cruise ship_passengers
26,"google, youtube, location data, data, zoom",7,2020-04-02 13:08:18.200000000,26_facebook_youtube_google_zoom
27,"venezuela, sink, venezuelan, ship, cruise",15,2020-04-02 13:08:18.200000000,27_venezuela_maduro_venezuelan_coup
28,"putin, russian, russia, moscow, coronavirus",14,2020-04-02 13:08:18.200000000,28_russia_putin_moscow_coronavirus
29,"vaccine, coronavirus vaccine, bcg, test, vaccination",16,2020-04-02 13:08:18.200000000,29_vaccine_coronavirus vaccine_coronavir...
30,"oil, saudi, price, oil price, russia",12,2020-04-02 13:08:18.200000000,30_oil_price_oil price_saudi
31,"antarctica, ice, rainforest discover, million year old, million year",7,2020-04-02 13:08:18.200000000,31_ice_antarctica_melt_warm
32,"india, india prepare onslaught, unity fight, biggest slum, biggest slum report",11,2020-04-02 13:08:18.200000000,32_india_coronavirus_lockdown_covid
